relative_path,pattern,count,classification,context_sample
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/database/stats/wr_champion_base_stats_O_Z.json,non_wr_url,780,needs_review_policy_or_guardrail_context,"""source_urls"": [       ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",       ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",       ""https://www.wildriftfire.com/guide/olaf"",       ""https://www.wildriftf || urls"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",           ""https://www.wildriftfire.com/guide/olaf"",           ""https://www.w || urls"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",           ""https://www.wildriftfire.com/guide/olaf"",           ""https://www.w || urls"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",           ""https://www.wildriftfire.com/guide/olaf"",           ""https://www.w || urls"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",           ""https://www.wildriftfire.com/guide/olaf"",           ""https://www.w"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/graph/knowledge_graph_H_N.json,lol_pc_phrase,1,needs_review_policy_or_guardrail_context,"  ""id"": ""effect:no_lol_pc_fallback"",       ""type"": ""Effect"",       ""label"": ""no lol pc fallback"",       ""entity_id"": ""no_lol_pc_fallback"",       ""patch_version"": ""7.1"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/graph/nodes_champions_H_N.jsonl,lol_pc_phrase,1,needs_review_policy_or_guardrail_context,":""taxonomy_seed""} {""id"":""effect:no_lol_pc_fallback"",""type"":""Effect"",""label"":""no lol pc fallback"",""entity_id"":""no_lol_pc_fallback"",""patch_version"":""7.1e"",""source_statu"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/lineage/field_level_provenance_champions_H_N.jsonl,non_wr_url,440,needs_review_policy_or_guardrail_context,"_candidate"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",""https://www.wildriftfire.com/guide/hecarim"",""https://www.wildriftfire.com/gui || _candidate"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",""https://www.wildriftfire.com/guide/hecarim"",""https://www.wildriftfire.com/gui || _candidate"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",""https://www.wildriftfire.com/guide/hecarim"",""https://www.wildriftfire.com/gui || _candidate"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",""https://www.wildriftfire.com/guide/hecarim"",""https://www.wildriftfire.com/gui || _candidate"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",""https://www.wildriftfire.com/guide/hecarim"",""https://www.wildriftfire.com/gui"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/lineage/source_claims_champions_H_N.jsonl,non_wr_url,220,needs_review_policy_or_guardrail_context,"validation"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",""https://www.wildriftfire.com/guide/hecarim"",""https://www.wildriftfire.com/gui || validation"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",""https://www.wildriftfire.com/guide/hecarim"",""https://www.wildriftfire.com/gui || validation"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",""https://www.wildriftfire.com/guide/hecarim"",""https://www.wildriftfire.com/gui || validation"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",""https://www.wildriftfire.com/guide/hecarim"",""https://www.wildriftfire.com/gui || validation"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",""https://www.wildriftfire.com/guide/hecarim"",""https://www.wildriftfire.com/gui"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/lineage/source_refresh_queue_champions_H_N.json,lol_pc_phrase,44,needs_review_policy_or_guardrail_context,"douts"",       ""tips"",       ""strategy""     ],     ""blocked_fallbacks"": [       ""LoL PC champion pages"",       ""generic wiki pages without WR prefix"",       ""unapprove || douts"",       ""tips"",       ""strategy""     ],     ""blocked_fallbacks"": [       ""LoL PC champion pages"",       ""generic wiki pages without WR prefix"",       ""unapprove || douts"",       ""tips"",       ""strategy""     ],     ""blocked_fallbacks"": [       ""LoL PC champion pages"",       ""generic wiki pages without WR prefix"",       ""unapprove || douts"",       ""tips"",       ""strategy""     ],     ""blocked_fallbacks"": [       ""LoL PC champion pages"",       ""generic wiki pages without WR prefix"",       ""unapprove || douts"",       ""tips"",       ""strategy""     ],     ""blocked_fallbacks"": [       ""LoL PC champion pages"",       ""generic wiki pages without WR prefix"",       ""unapprove"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/lineage/source_refresh_queue_champions_H_N.json,non_wr_url,44,needs_review_policy_or_guardrail_context,"owed_urls"": [       ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",       ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",       ""https://www.wildriftfire.com/guide/hecarim"",       ""https://www.wildri || urls"": [       ""https://wiki.leagueoflegends.com/en-us/WR:Heimerdinger"",       ""https://wildrift.leagueoflegends.com/en-sg/champions/heimerdinger/"",       ""https://www.wildriftfire.com/guide/heimerdinger"",       ""https://www.w || lowed_urls"": [       ""https://wiki.leagueoflegends.com/en-us/WR:Irelia"",       ""https://wildrift.leagueoflegends.com/en-sg/champions/irelia/"",       ""https://www.wildriftfire.com/guide/irelia"",       ""https://www.wildrif || llowed_urls"": [       ""https://wiki.leagueoflegends.com/en-us/WR:Janna"",       ""https://wildrift.leagueoflegends.com/en-sg/champions/janna/"",       ""https://www.wildriftfire.com/guide/janna"",       ""https://www.wildrift || ed_urls"": [       ""https://wiki.leagueoflegends.com/en-us/WR:Jarvan_IV"",       ""https://wildrift.leagueoflegends.com/en-sg/champions/jarvan-iv/"",       ""https://www.wildriftfire.com/guide/jarvaniv"",       ""https://www.wildr"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/quality/champion_ability_cooldown_missing_values_report_H_N.json,non_wr_url,220,needs_review_policy_or_guardrail_context,"[             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https: || [             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https: || [             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https: || [             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https: || [             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https:"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/quality/champion_base_stats_missing_values_report_H_N.json,non_wr_url,572,needs_review_policy_or_guardrail_context,"_urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",         ""https://www.wildriftfire.com/guide/hecarim"",         ""https://www.wi || [             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https: || [             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https: || [             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https: || [             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https:"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/quality/no_lol_pc_contamination_report_H_N.json,blocked_lol_wiki_non_wr,1,needs_review_policy_or_guardrail_context,": [     ""leagueoflegends.com/en-us/champions/ without wildrift subdomain"",     ""wiki.leagueoflegends.com/en-us/ pages without WR: prefix"",     ""op.gg"",     ""u.gg"",     ""lolalytics"",    "
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/quality/source_access_report_H_N.json,non_wr_url,1,needs_review_policy_or_guardrail_context,"tatus"": ""attempted_but_failed_for_approved_sources"",   ""attempted_urls"": [     ""https://wildrift.leagueoflegends.com/en-sg/champions/"",     ""https://wiki.leagueoflegends.com/en-us/WR:Wild_Rift"",     ""https://wiki."
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/quality/source_coverage_report_H_N.json,non_wr_url,1,needs_review_policy_or_guardrail_context,"s"": ""attempted_but_failed_for_approved_sources"",     ""attempted_urls"": [       ""https://wildrift.leagueoflegends.com/en-sg/champions/"",       ""https://wiki.leagueoflegends.com/en-us/WR:Wild_Rift"",       ""https://w"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/public/data/abilities_H_N.json,non_wr_url,1980,needs_review_policy_or_guardrail_context,"_urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",         ""https://www.wildriftfire.com/guide/hecarim"",         ""https://www.wi || s"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",           ""https://www.wildriftfire.com/guide/hecarim"",           ""https://ww || _urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",         ""https://www.wildriftfire.com/guide/hecarim"",         ""https://www.wi || _urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",         ""https://www.wildriftfire.com/guide/hecarim"",         ""https://www.wi || _urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",         ""https://www.wildriftfire.com/guide/hecarim"",         ""https://www.wi"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/public/data/champions_H_N.json,non_wr_url,4576,needs_review_policy_or_guardrail_context,"_urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",         ""https://www.wildriftfire.com/guide/hecarim"",         ""https://www.wi || [             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https: || [             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https: || [             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https: || [             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https:"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/public/data/source_coverage_H_N.json,non_wr_url,1,needs_review_policy_or_guardrail_context,"s"": ""attempted_but_failed_for_approved_sources"",     ""attempted_urls"": [       ""https://wildrift.leagueoflegends.com/en-sg/champions/"",       ""https://wiki.leagueoflegends.com/en-us/WR:Wild_Rift"",       ""https://w"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/public/data/wr_champions_H_N.json,non_wr_url,4576,needs_review_policy_or_guardrail_context,"_urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",         ""https://www.wildriftfire.com/guide/hecarim"",         ""https://www.wi || [             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https: || [             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https: || [             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https: || [             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https:"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/database/cooldowns/champion_ability_cooldowns_H_N.json,non_wr_url,220,needs_review_policy_or_guardrail_context,"s"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",           ""https://www.wildriftfire.com/guide/hecarim"",           ""https://ww || s"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",           ""https://www.wildriftfire.com/guide/hecarim"",           ""https://ww || s"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",           ""https://www.wildriftfire.com/guide/hecarim"",           ""https://ww || s"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",           ""https://www.wildriftfire.com/guide/hecarim"",           ""https://ww || s"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",           ""https://www.wildriftfire.com/guide/hecarim"",           ""https://ww"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/database/entities/wr_abilities_H_N_full.json,non_wr_url,1980,needs_review_policy_or_guardrail_context,"_urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",         ""https://www.wildriftfire.com/guide/hecarim"",         ""https://www.wi || s"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",           ""https://www.wildriftfire.com/guide/hecarim"",           ""https://ww || _urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",         ""https://www.wildriftfire.com/guide/hecarim"",         ""https://www.wi || _urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",         ""https://www.wildriftfire.com/guide/hecarim"",         ""https://www.wi || _urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",         ""https://www.wildriftfire.com/guide/hecarim"",         ""https://www.wi"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/database/entities/wr_ability_name_lockfile_H_N.json,non_wr_url,44,needs_review_policy_or_guardrail_context,"urce_urls"": [       ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",       ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",       ""https://www.wildriftfire.com/guide/hecarim"",       ""https://www.wildri || urls"": [       ""https://wiki.leagueoflegends.com/en-us/WR:Heimerdinger"",       ""https://wildrift.leagueoflegends.com/en-sg/champions/heimerdinger/"",       ""https://www.wildriftfire.com/guide/heimerdinger"",       ""https://www.w || ource_urls"": [       ""https://wiki.leagueoflegends.com/en-us/WR:Irelia"",       ""https://wildrift.leagueoflegends.com/en-sg/champions/irelia/"",       ""https://www.wildriftfire.com/guide/irelia"",       ""https://www.wildrif || source_urls"": [       ""https://wiki.leagueoflegends.com/en-us/WR:Janna"",       ""https://wildrift.leagueoflegends.com/en-sg/champions/janna/"",       ""https://www.wildriftfire.com/guide/janna"",       ""https://www.wildrift || ce_urls"": [       ""https://wiki.leagueoflegends.com/en-us/WR:Jarvan_IV"",       ""https://wildrift.leagueoflegends.com/en-sg/champions/jarvan-iv/"",       ""https://www.wildriftfire.com/guide/jarvaniv"",       ""https://www.wildr"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/database/entities/wr_champions_H_N_full.json,non_wr_url,4620,needs_review_policy_or_guardrail_context,"_urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",         ""https://www.wildriftfire.com/guide/hecarim"",         ""https://www.wi || [             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https: || [             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https: || [             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https: || [             ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",             ""https://www.wildriftfire.com/guide/hecarim"",             ""https:"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/database/stats/wr_champion_base_stats_H_N.json,non_wr_url,572,needs_review_policy_or_guardrail_context,"urce_urls"": [       ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",       ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",       ""https://www.wildriftfire.com/guide/hecarim"",       ""https://www.wildri || s"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",           ""https://www.wildriftfire.com/guide/hecarim"",           ""https://ww || s"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",           ""https://www.wildriftfire.com/guide/hecarim"",           ""https://ww || s"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",           ""https://www.wildriftfire.com/guide/hecarim"",           ""https://ww || s"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Hecarim"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/hecarim/"",           ""https://www.wildriftfire.com/guide/hecarim"",           ""https://ww"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk3/riftcoach_wr_intelligence_database_v0_6_0_chunk3/lineage/source_claims_champions_a_g.jsonl,non_wr_url,170,needs_review_policy_or_guardrail_context,"_status"": ""identity_seed_pending_allowed_source_revalidation"", ""source_urls"": [""https://wildrift.leagueoflegends.com/en-sg/champions/aatrox/"", ""https://wiki.leagueoflegends.com/en-us/WR:Aatrox"", ""https://www.wildriftfire || _status"": ""identity_seed_pending_allowed_source_revalidation"", ""source_urls"": [""https://wildrift.leagueoflegends.com/en-sg/champions/aatrox/"", ""https://wiki.leagueoflegends.com/en-us/WR:Aatrox"", ""https://www.wildriftfire || _status"": ""identity_seed_pending_allowed_source_revalidation"", ""source_urls"": [""https://wildrift.leagueoflegends.com/en-sg/champions/aatrox/"", ""https://wiki.leagueoflegends.com/en-us/WR:Aatrox"", ""https://www.wildriftfire || _status"": ""identity_seed_pending_allowed_source_revalidation"", ""source_urls"": [""https://wildrift.leagueoflegends.com/en-sg/champions/aatrox/"", ""https://wiki.leagueoflegends.com/en-us/WR:Aatrox"", ""https://www.wildriftfire || _status"": ""identity_seed_pending_allowed_source_revalidation"", ""source_urls"": [""https://wildrift.leagueoflegends.com/en-sg/champions/aatrox/"", ""https://wiki.leagueoflegends.com/en-us/WR:Aatrox"", ""https://www.wildriftfire"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk3/riftcoach_wr_intelligence_database_v0_6_0_chunk3/lineage/field_level_provenance_champions_a_g.jsonl,non_wr_url,340,needs_review_policy_or_guardrail_context,"ce_family"": [""riot_wild_rift"", ""lol_wiki_wr"", ""wildriftfire""], ""source_urls"": [""https://wildrift.leagueoflegends.com/en-sg/champions/aatrox/"", ""https://wiki.leagueoflegends.com/en-us/WR:Aatrox"", ""https://www.wildriftfire || ing_allowed_source_refresh"", ""source_family"": [""lol_wiki_wr""], ""source_urls"": [""https://wildrift.leagueoflegends.com/en-sg/champions/aatrox/"", ""https://wiki.leagueoflegends.com/en-us/WR:Aatrox"", ""https://www.wildriftfire || ce_family"": [""riot_wild_rift"", ""lol_wiki_wr"", ""wildriftfire""], ""source_urls"": [""https://wildrift.leagueoflegends.com/en-sg/champions/aatrox/"", ""https://wiki.leagueoflegends.com/en-us/WR:Aatrox"", ""https://www.wildriftfire || ing_allowed_source_refresh"", ""source_family"": [""lol_wiki_wr""], ""source_urls"": [""https://wildrift.leagueoflegends.com/en-sg/champions/aatrox/"", ""https://wiki.leagueoflegends.com/en-us/WR:Aatrox"", ""https://www.wildriftfire || ce_family"": [""riot_wild_rift"", ""lol_wiki_wr"", ""wildriftfire""], ""source_urls"": [""https://wildrift.leagueoflegends.com/en-sg/champions/aatrox/"", ""https://wiki.leagueoflegends.com/en-us/WR:Aatrox"", ""https://www.wildriftfire"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk3/riftcoach_wr_intelligence_database_v0_6_0_chunk3/lineage/source_refresh_queue_champions_a_g.json,non_wr_url,34,needs_review_policy_or_guardrail_context,"entity_type"": ""champion"",       ""source_family"": ""riot_champion"",       ""url"": ""https://wildrift.leagueoflegends.com/en-sg/champions/aatrox/"",       ""priority"": ""high"",       ""reason"": ""Chunk 3 needs approved-source extr || entity_type"": ""champion"",       ""source_family"": ""riot_champion"",       ""url"": ""https://wildrift.leagueoflegends.com/en-sg/champions/ahri/"",       ""priority"": ""high"",       ""reason"": ""Chunk 3 needs approved-source extr || entity_type"": ""champion"",       ""source_family"": ""riot_champion"",       ""url"": ""https://wildrift.leagueoflegends.com/en-sg/champions/akali/"",       ""priority"": ""high"",       ""reason"": ""Chunk 3 needs approved-source extr || entity_type"": ""champion"",       ""source_family"": ""riot_champion"",       ""url"": ""https://wildrift.leagueoflegends.com/en-sg/champions/akshan/"",       ""priority"": ""high"",       ""reason"": ""Chunk 3 needs approved-source extr || entity_type"": ""champion"",       ""source_family"": ""riot_champion"",       ""url"": ""https://wildrift.leagueoflegends.com/en-sg/champions/alistar/"",       ""priority"": ""high"",       ""reason"": ""Chunk 3 needs approved-source extr"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk3/riftcoach_wr_intelligence_database_v0_6_0_chunk3/rag/chunks_champions_a_g.jsonl,non_wr_url,34,needs_review_policy_or_guardrail_context,"e status: identity_seed_pending_allowed_source_revalidation."", ""source_urls"": [""https://wildrift.leagueoflegends.com/en-sg/champions/aatrox/"", ""https://wiki.leagueoflegends.com/en-us/WR:Aatrox"", ""https://www.wildriftfire || e status: identity_seed_pending_allowed_source_revalidation."", ""source_urls"": [""https://wildrift.leagueoflegends.com/en-sg/champions/ahri/"", ""https://wiki.leagueoflegends.com/en-us/WR:Ahri"", ""https://www.wildriftfire.c || e status: identity_seed_pending_allowed_source_revalidation."", ""source_urls"": [""https://wildrift.leagueoflegends.com/en-sg/champions/akali/"", ""https://wiki.leagueoflegends.com/en-us/WR:Akali"", ""https://www.wildriftfire. || e status: identity_seed_pending_allowed_source_revalidation."", ""source_urls"": [""https://wildrift.leagueoflegends.com/en-sg/champions/akshan/"", ""https://wiki.leagueoflegends.com/en-us/WR:Akshan"", ""https://www.wildriftfire || e status: identity_seed_pending_allowed_source_revalidation."", ""source_urls"": [""https://wildrift.leagueoflegends.com/en-sg/champions/alistar/"", ""https://wiki.leagueoflegends.com/en-us/WR:Alistar"", ""https://www.wildriftfir"
