relative_path,domain,root_type,top_len,record_count,top_keys,bytes,shape_json
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/database/taxonomy/crowd_control_types.json,other,dict,2,,schema_version|crowd_control_types,337,"{""type"": ""dict"", ""keys"": [""schema_version"", ""crowd_control_types""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/database/taxonomy/damage_types.json,other,dict,3,,schema_version|damage_types|damage_modifiers,405,"{""type"": ""dict"", ""keys"": [""schema_version"", ""damage_types"", ""damage_modifiers""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/database/taxonomy/defense_types.json,other,dict,2,,schema_version|defense_types,471,"{""type"": ""dict"", ""keys"": [""schema_version"", ""defense_types""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/database/taxonomy/effects_taxonomy.json,other,dict,8,,schema_version|patch_version|damage_effects|defense_effects|mobility_effects|crowd_control_effects|utility_effects|special_mechanics,1749,"{""type"": ""dict"", ""keys"": [""schema_version"", ""patch_version"", ""damage_effects"", ""defense_effects"", ""mobility_effects"", ""crowd_control_effects"", ""utility_effects"", ""special_mechanics""], ""len"": 8}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/database/taxonomy/gold_field_taxonomy.json,other,dict,4,,schema_version|gold_fields|units|missing_policy,356,"{""type"": ""dict"", ""keys"": [""schema_version"", ""gold_fields"", ""units"", ""missing_policy""], ""len"": 4}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/database/taxonomy/item_categories.json,items,dict,3,,schema_version|item_categories|combat_categories,369,"{""type"": ""dict"", ""keys"": [""schema_version"", ""item_categories"", ""combat_categories""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/database/taxonomy/lane_tags.json,other,dict,3,,schema_version|lanes|aliases,249,"{""type"": ""dict"", ""keys"": [""schema_version"", ""lanes"", ""aliases""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/database/taxonomy/position_tags.json,other,dict,3,,schema_version|positions|normalized,203,"{""type"": ""dict"", ""keys"": [""schema_version"", ""positions"", ""normalized""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/database/taxonomy/role_tags.json,other,dict,2,,schema_version|roles,263,"{""type"": ""dict"", ""keys"": [""schema_version"", ""roles""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/database/taxonomy/rune_paths_and_slots.json,runes,dict,4,,schema_version|keystones|primary_paths|slot_counts,1776,"{""type"": ""dict"", ""keys"": [""schema_version"", ""keystones"", ""primary_paths"", ""slot_counts""], ""len"": 4}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/database/taxonomy/source_statuses.json,other,dict,3,,schema_version|source_statuses|source_families,502,"{""type"": ""dict"", ""keys"": [""schema_version"", ""source_statuses"", ""source_families""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/database/taxonomy/threat_types.json,other,dict,2,,schema_version|threat_types,476,"{""type"": ""dict"", ""keys"": [""schema_version"", ""threat_types""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/docs/source_chunk_index.json,other,dict,1,,chunks,2368,"{""type"": ""dict"", ""keys"": [""chunks""], ""len"": 1}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/features/feature_definitions.json,other,dict,1,,features,293,"{""type"": ""dict"", ""keys"": [""features""], ""len"": 1}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/gnn/label_definitions.json,other,dict,2,,tasks|label_status,158,"{""type"": ""dict"", ""keys"": [""tasks"", ""label_status""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/gnn/node_type_map.json,other,dict,5,,ability|champion|item|rune|spell,75,"{""type"": ""dict"", ""keys"": [""ability"", ""champion"", ""item"", ""rune"", ""spell""], ""len"": 5}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/gnn/relation_type_map.json,other,dict,3,,DENIES_OR_MITIGATES|HAS_ABILITY|SYNERGIZES_WITH,74,"{""type"": ""dict"", ""keys"": [""DENIES_OR_MITIGATES"", ""HAS_ABILITY"", ""SYNERGIZES_WITH""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph/backlinks.json,other,dict,2,,version|backlinks,1772083,"{""type"": ""dict"", ""keys"": [""version"", ""backlinks""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph/entity_neighborhoods.json,other,dict,2,,version|neighborhoods,451424,"{""type"": ""dict"", ""keys"": [""version"", ""neighborhoods""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph/knowledge_graph_manifest.json,other,dict,6,,version|patch_version|node_count|edge_count|node_file|edge_file,182,"{""type"": ""dict"", ""keys"": [""version"", ""patch_version"", ""node_count"", ""edge_count"", ""node_file"", ""edge_file""], ""len"": 6}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph/ontology.json,other,dict,2,,node_types|edge_types,230,"{""type"": ""dict"", ""keys"": [""node_types"", ""edge_types""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph/saved_graph_views.json,other,dict,1,,views,537,"{""type"": ""dict"", ""keys"": [""views""], ""len"": 1}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph_explorer/graph_explorer_ui_spec.json,other,dict,9,,version|component|purpose|routes|panels|states|data_inputs|implementation_options|accessibility,1514,"{""type"": ""dict"", ""keys"": [""version"", ""component"", ""purpose"", ""routes"", ""panels"", ""states"", ""data_inputs"", ""implementation_options"", ""accessibility""], ""len"": 9}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph_explorer/graph_explorer_user_stories.json,other,dict,2,,version|user_stories,1762,"{""type"": ""dict"", ""keys"": [""version"", ""user_stories""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph_explorer/graph_filter_controls.json,other,dict,2,,version|filters,2296,"{""type"": ""dict"", ""keys"": [""version"", ""filters""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph_explorer/graph_interaction_patterns.json,other,dict,2,,version|patterns,1511,"{""type"": ""dict"", ""keys"": [""version"", ""patterns""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph_explorer/graph_layout_profiles.json,other,dict,3,,version|profiles|hairball_prevention,1672,"{""type"": ""dict"", ""keys"": [""version"", ""profiles"", ""hairball_prevention""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph_explorer/graph_legend_spec.json,other,dict,3,,version|legend_groups|plain_english_labels,1052,"{""type"": ""dict"", ""keys"": [""version"", ""legend_groups"", ""plain_english_labels""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph_explorer/graph_query_examples.json,other,dict,2,,version|patterns,1591,"{""type"": ""dict"", ""keys"": [""version"", ""patterns""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph_explorer/graph_saved_views.json,other,dict,2,,version|saved_views,3353,"{""type"": ""dict"", ""keys"": [""version"", ""saved_views""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph_explorer/graph_view_edge_styles.json,other,dict,3,,version|edge_types|edge_label_policy,1481,"{""type"": ""dict"", ""keys"": [""version"", ""edge_types"", ""edge_label_policy""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph_explorer/graph_view_node_styles.json,other,dict,5,,version|default_node_radius|node_types|color_semantics|accessibility,1897,"{""type"": ""dict"", ""keys"": [""version"", ""default_node_radius"", ""node_types"", ""color_semantics"", ""accessibility""], ""len"": 5}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph_explorer/relationship_panel_spec.json,other,dict,5,,version|component|purpose|sections|display_rules,1145,"{""type"": ""dict"", ""keys"": [""version"", ""component"", ""purpose"", ""sections"", ""display_rules""], ""len"": 5}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph_rag/entity_linking_contract.json,other,dict,5,,version|entity_types|matching_methods|required_disambiguation|output_shape,607,"{""type"": ""dict"", ""keys"": [""version"", ""entity_types"", ""matching_methods"", ""required_disambiguation"", ""output_shape""], ""len"": 5}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph_rag/graph_augmented_retrieval_contract.json,other,dict,4,,version|pipeline|minimum_context_fields|forbidden,1308,"{""type"": ""dict"", ""keys"": [""version"", ""pipeline"", ""minimum_context_fields"", ""forbidden""], ""len"": 4}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph_rag/graph_context_builder_rules.json,builds,dict,2,,version|rules,485,"{""type"": ""dict"", ""keys"": [""version"", ""rules""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph_rag/relationship_aware_chunk_contract.json,other,dict,4,,version|chunk_fields|relationship_refs_shape|metadata_filters,591,"{""type"": ""dict"", ""keys"": [""version"", ""chunk_fields"", ""relationship_refs_shape"", ""metadata_filters""], ""len"": 4}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/lineage/source_refresh_queue_all.json,other,dict,2,,count|jobs,458845,"{""type"": ""dict"", ""keys"": [""count"", ""jobs""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/manifest.json,other,dict,8,,package|version|patch_context|created_at|counts|input_chunks|source_policy|known_gaps,999,"{""type"": ""dict"", ""keys"": [""package"", ""version"", ""patch_context"", ""created_at"", ""counts"", ""input_chunks"", ""source_policy"", ""known_gaps""], ""len"": 8}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/public/data/abilities.json,abilities,list,690,690,,3454593,"{""type"": ""list"", ""len"": 690, ""first"": {""type"": ""dict"", ""keys"": [""id"", ""champion_id"", ""champion_name"", ""slot"", ""display_slot"", ""name"", ""ability_type"", ""has_active_component"", ""has_passive_component"", ""has_empowered_component"", ""has_recast_component"", ""brief_description"", ""full_description"", ""cost"", ""cooldowns"", ""cast_time"", ""target_range"", ""effect_radius"", ""width"", ""speed""], ""len"": 42}}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/public/data/archetype_builds.json,builds,dict,3,270,version|patch_version|archetype_builds,1285152,"{""type"": ""dict"", ""keys"": [""version"", ""patch_version"", ""archetype_builds""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/public/data/builds.json,builds,dict,5,138,version|patch_version|meta_builds|archetype_builds|source_observed_builds,1954174,"{""type"": ""dict"", ""keys"": [""version"", ""patch_version"", ""meta_builds"", ""archetype_builds"", ""source_observed_builds""], ""len"": 5}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/public/data/champions.json,champions,list,138,138,,8116592,"{""type"": ""list"", ""len"": 138, ""first"": {""type"": ""dict"", ""keys"": [""id"", ""entity_id"", ""name"", ""title"", ""entity_type"", ""game"", ""not_lol_pc"", ""patch_version"", ""valid_from_patch"", ""valid_to_patch"", ""brief_description"", ""full_description"", ""classes"", ""class_tags"", ""roles"", ""positions"", ""lanes"", ""lane_tags"", ""resource"", ""range_type""], ""len"": 38}}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/public/data/counters.json,counters_matchups,dict,6,,version|patch_version|source_status|count|families|data_files,607,"{""type"": ""dict"", ""keys"": [""version"", ""patch_version"", ""source_status"", ""count"", ""families"", ""data_files""], ""len"": 6}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/public/data/items.json,items,list,116,116,,547571,"{""type"": ""list"", ""len"": 116, ""first"": {""type"": ""dict"", ""keys"": [""id"", ""entity_id"", ""name"", ""entity_type"", ""game"", ""not_lol_pc"", ""patch_version"", ""current_list_status"", ""brief_description"", ""full_description"", ""item_class"", ""item_tier"", ""build_slot_type"", ""valid_build_option"", ""support_item_compatible"", ""role_tags"", ""class_tags"", ""stat_tags"", ""damage_types"", ""defense_types""], ""len"": 36}}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/public/data/meta_builds.json,builds,dict,3,138,version|patch_version|meta_builds,667013,"{""type"": ""dict"", ""keys"": [""version"", ""patch_version"", ""meta_builds""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/public/data/patch.json,other,dict,6,,id|patch_version|game|source_policy|working_patch_context|created_at,206,"{""type"": ""dict"", ""keys"": [""id"", ""patch_version"", ""game"", ""source_policy"", ""working_patch_context"", ""created_at""], ""len"": 6}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/public/data/runes.json,runes,list,53,53,,159783,"{""type"": ""list"", ""len"": 53, ""first"": {""type"": ""dict"", ""keys"": [""id"", ""name"", ""entity_type"", ""game"", ""not_lol_pc"", ""patch_version"", ""rune_type"", ""path"", ""slot"", ""slot_index"", ""brief_description"", ""full_description"", ""stats"", ""cooldowns"", ""active_effects"", ""passive_effects"", ""damage_types"", ""defense_types"", ""effect_tags"", ""best_for""], ""len"": 28}}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/public/data/spells.json,spells,list,9,9,,40947,"{""type"": ""list"", ""len"": 9, ""first"": {""type"": ""dict"", ""keys"": [""id"", ""name"", ""aliases"", ""entity_type"", ""game"", ""not_lol_pc"", ""patch_version"", ""valid_from_patch"", ""valid_to_patch"", ""brief_description"", ""full_description"", ""spell_slot_type"", ""availability"", ""stats"", ""cooldowns"", ""range"", ""breaks_stealth"", ""active_effects"", ""passive_effects"", ""damage_types""], ""len"": 37}}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/public/data/synergies.json,synergies,dict,6,,version|patch_version|source_status|count|families|data_files,564,"{""type"": ""dict"", ""keys"": [""version"", ""patch_version"", ""source_status"", ""count"", ""families"", ""data_files""], ""len"": 6}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/quality/final_source_coverage_report.json,other,dict,3,,summary|source_claims|refresh_queue_jobs,173,"{""type"": ""dict"", ""keys"": [""summary"", ""source_claims"", ""refresh_queue_jobs""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/quality/final_validation_report.json,other,dict,30,,version|created_at|champion_count|ability_count|item_count|rune_count|spell_count|meta_build_count|archetype_build_count|synergy_edge_count|counter_edge_count|graph_node_count|graph_edge_count|spell_allowlist_matches_expected|excluded_spells_absent|karma_abilities|karma_regression_passed|all_champions_have_5_ability_ids|urls_scanned|unapproved_urls_found|blocked_source_patterns_found|source_policy|generated_strategy_labeling|exact_numeric_values_policy|status|json_parse|jsonl_parse|parse_errors|zip_integrity|url_audit_note,1284,"{""type"": ""dict"", ""keys"": [""version"", ""created_at"", ""champion_count"", ""ability_count"", ""item_count"", ""rune_count"", ""spell_count"", ""meta_build_count"", ""archetype_build_count"", ""synergy_edge_count"", ""counter_edge_count"", ""graph_node_count"", ""graph_edge_count"", ""spell_allowlist_matches_expected"", ""excluded_spells_absent"", ""karma_abilities"", ""karma_regression_passed"", ""all_champions_have_5_ability_ids"", ""urls_scanned"", ""unapproved_urls_found""], ""len"": 30}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/quality/relationship_generation_report.json,other,dict,3,,synergy_edges_by_family|counter_edges_by_family|policy,782,"{""type"": ""dict"", ""keys"": [""synergy_edges_by_family"", ""counter_edges_by_family"", ""policy""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/quality/url_allowlist_audit_final.json,other,dict,7,,urls_scanned|unapproved_urls_found|blocked_source_patterns_found|actual_unapproved_game_source_urls_found|actual_blocked_game_source_urls_found|regex_pattern_false_positives|status,11319,"{""type"": ""dict"", ""keys"": [""urls_scanned"", ""unapproved_urls_found"", ""blocked_source_patterns_found"", ""actual_unapproved_game_source_urls_found"", ""actual_blocked_game_source_urls_found"", ""regex_pattern_false_positives"", ""status""], ""len"": 7}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/rag/embedding_manifest.json,other,dict,4,,version|patch_version|chunk_files|metadata_filters,331,"{""type"": ""dict"", ""keys"": [""version"", ""patch_version"", ""chunk_files"", ""metadata_filters""], ""len"": 4}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/schemas/ability.schema.json,abilities,dict,7,,$schema|$id|title|type|required|properties|additionalProperties,2205,"{""type"": ""dict"", ""keys"": [""$schema"", ""$id"", ""title"", ""type"", ""required"", ""properties"", ""additionalProperties""], ""len"": 7}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/schemas/ability_correction.schema.json,abilities,dict,5,,$schema|title|type|required|properties,602,"{""type"": ""dict"", ""keys"": [""$schema"", ""title"", ""type"", ""required"", ""properties""], ""len"": 5}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/schemas/ability_extraction_audit.schema.json,abilities,dict,5,,$schema|title|type|required|properties,608,"{""type"": ""dict"", ""keys"": [""$schema"", ""title"", ""type"", ""required"", ""properties""], ""len"": 5}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/schemas/ability_lockfile.schema.json,abilities,dict,6,,$schema|title|type|required|properties|$defs,1187,"{""type"": ""dict"", ""keys"": [""$schema"", ""title"", ""type"", ""required"", ""properties"", ""$defs""], ""len"": 6}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/schemas/ai_persona.schema.json,ai,dict,7,,$schema|$id|title|type|required|properties|additionalProperties,695,"{""type"": ""dict"", ""keys"": [""$schema"", ""$id"", ""title"", ""type"", ""required"", ""properties"", ""additionalProperties""], ""len"": 7}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/schemas/architecture_decision_record.schema.json,architecture,dict,7,,$schema|$id|title|type|required|properties|additionalProperties,774,"{""type"": ""dict"", ""keys"": [""$schema"", ""$id"", ""title"", ""type"", ""required"", ""properties"", ""additionalProperties""], ""len"": 7}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/schemas/backlink.schema.json,other,dict,8,,$schema|$id|title|description|type|additionalProperties|required|properties,737,"{""type"": ""dict"", ""keys"": [""$schema"", ""$id"", ""title"", ""description"", ""type"", ""additionalProperties"", ""required"", ""properties""], ""len"": 8}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/schemas/build.schema.json,builds,dict,7,,$schema|$id|title|type|required|properties|additionalProperties,1326,"{""type"": ""dict"", ""keys"": [""$schema"", ""$id"", ""title"", ""type"", ""required"", ""properties"", ""additionalProperties""], ""len"": 7}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/schemas/champion.schema.json,champions,dict,7,,$schema|$id|title|type|required|properties|additionalProperties,1887,"{""type"": ""dict"", ""keys"": [""$schema"", ""$id"", ""title"", ""type"", ""required"", ""properties"", ""additionalProperties""], ""len"": 7}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/schemas/cooldown.schema.json,other,dict,7,,$schema|$id|title|type|required|properties|additionalProperties,2384,"{""type"": ""dict"", ""keys"": [""$schema"", ""$id"", ""title"", ""type"", ""required"", ""properties"", ""additionalProperties""], ""len"": 7}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/schemas/counter.schema.json,counters_matchups,dict,7,,$schema|$id|title|type|required|properties|additionalProperties,1258,"{""type"": ""dict"", ""keys"": [""$schema"", ""$id"", ""title"", ""type"", ""required"", ""properties"", ""additionalProperties""], ""len"": 7}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/schemas/economy.schema.json,other,dict,7,,$schema|$id|title|type|required|properties|additionalProperties,837,"{""type"": ""dict"", ""keys"": [""$schema"", ""$id"", ""title"", ""type"", ""required"", ""properties"", ""additionalProperties""], ""len"": 7}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/schemas/effect.schema.json,other,dict,7,,$schema|$id|title|type|required|properties|additionalProperties,653,"{""type"": ""dict"", ""keys"": [""$schema"", ""$id"", ""title"", ""type"", ""required"", ""properties"", ""additionalProperties""], ""len"": 7}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/schemas/entity_neighborhood.schema.json,other,dict,8,,$schema|$id|title|description|type|additionalProperties|required|properties,983,"{""type"": ""dict"", ""keys"": [""$schema"", ""$id"", ""title"", ""description"", ""type"", ""additionalProperties"", ""required"", ""properties""], ""len"": 8}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/schemas/event.schema.json,other,dict,7,,$schema|$id|title|type|required|properties|additionalProperties,611,"{""type"": ""dict"", ""keys"": [""$schema"", ""$id"", ""title"", ""type"", ""required"", ""properties"", ""additionalProperties""], ""len"": 7}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/schemas/feature.schema.json,other,dict,7,,$schema|$id|title|type|required|properties|additionalProperties,613,"{""type"": ""dict"", ""keys"": [""$schema"", ""$id"", ""title"", ""type"", ""required"", ""properties"", ""additionalProperties""], ""len"": 7}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/schemas/graph_saved_view.schema.json,other,dict,8,,$schema|$id|title|description|type|additionalProperties|required|properties,759,"{""type"": ""dict"", ""keys"": [""$schema"", ""$id"", ""title"", ""description"", ""type"", ""additionalProperties"", ""required"", ""properties""], ""len"": 8}"
